section,book,chapter,verse,hebrew
Prophets,Joshua,22,14,ועשרה נשאים עמו נשיא אחד נשיא אחד לבית אב לכל מטות ישראל ואיש ראש בית אבותם המה לאלפי ישראל
Prophets,Joshua,22,15,ויבאו אל בני ראובן ואל בני גד ואל חצי שבט מנשה אל ארץ הגלעד וידברו אתם לאמר
Prophets,Joshua,22,16,כה אמרו כל עדת יהוה מה המעל הזה אשר מעלתם באלהי ישראל לשוב היום מאחרי יהוה בבנותכם לכם מזבח למרדכם היום ביהוה
Prophets,Joshua,22,17,המעט לנו את עון פעור אשר לא הטהרנו ממנו עד היום הזה ויהי הנגף בעדת יהוה
Prophets,Joshua,22,18,ואתם תשבו היום מאחרי יהוה והיה אתם תמרדו היום ביהוה ומחר אל כל עדת ישראל יקצף
Prophets,Joshua,22,19,ואך אם טמאה ארץ אחזתכם עברו לכם אל ארץ אחזת יהוה אשר שכן שם משכן יהוה והאחזו בתוכנו וביהוה אל תמרדו ואתנו אל תמרדו בבנתכם לכם מזבח מבלעדי מזבח יהוה אלהינו
Prophets,Joshua,22,20,הלוא עכן בן זרח מעל מעל בחרם ועל כל עדת ישראל היה קצף והוא איש אחד לא גוע בעונו
Prophets,Joshua,22,21,ויענו בני ראובן ובני גד וחצי שבט המנשה וידברו את ראשי אלפי ישראל
Prophets,Joshua,22,22,אל אלהים יהוה אל אלהים יהוה הוא ידע וישראל הוא ידע אם במרד ואם במעל ביהוה אל תושיענו היום הזה
Prophets,Joshua,22,23,לבנות לנו מזבח לשוב מאחרי יהוה ואם להעלות עליו עולה ומנחה ואם לעשות עליו זבחי שלמים יהוה הוא יבקש
Prophets,Joshua,22,24,ואם לא מדאגה מדבר עשינו את זאת לאמר מחר יאמרו בניכם לבנינו לאמר מה לכם וליהוה אלהי ישראל
Prophets,Joshua,22,25,וגבול נתן יהוה ביננו וביניכם בני ראובן ובני גד את הירדן אין לכם חלק ביהוה והשביתו בניכם את בנינו לבלתי ירא את יהוה
Prophets,Joshua,22,26,ונאמר נעשה נא לנו לבנות את המזבח לא לעולה ולא לזבח
Prophets,Joshua,22,27,כי עד הוא בינינו וביניכם ובין דרותינו אחרינו לעבד את עבדת יהוה לפניו בעלותינו ובזבחינו ובשלמינו ולא יאמרו בניכם מחר לבנינו אין לכם חלק ביהוה
Prophets,Joshua,22,28,ונאמר והיה כי יאמרו אלינו ואל דרתינו מחר ואמרנו ראו את תבנית מזבח יהוה אשר עשו אבותינו לא לעולה ולא לזבח כי עד הוא בינינו וביניכם
Prophets,Joshua,22,29,חלילה לנו ממנו למרד ביהוה ולשוב היום מאחרי יהוה לבנות מזבח לעלה למנחה ולזבח מלבד מזבח יהוה אלהינו אשר לפני משכנו
Prophets,Joshua,22,30,וישמע פינחס הכהן ונשיאי העדה וראשי אלפי ישראל אשר אתו את הדברים אשר דברו בני ראובן ובני גד ובני מנשה וייטב בעיניהם
Prophets,Joshua,22,31,ויאמר פינחס בן אלעזר הכהן אל בני ראובן ואל בני גד ואל בני מנשה היום ידענו כי בתוכנו יהוה אשר לא מעלתם ביהוה המעל הזה אז הצלתם את בני ישראל מיד יהוה
Prophets,Joshua,22,32,וישב פינחס בן אלעזר הכהן והנשיאים מאת בני ראובן ומאת בני גד מארץ הגלעד אל ארץ כנען אל בני ישראל וישבו אותם דבר
Prophets,Joshua,22,33,וייטב הדבר בעיני בני ישראל ויברכו אלהים בני ישראל ולא אמרו לעלות עליהם לצבא לשחת את הארץ אשר בני ראובן ובני גד ישבים בה
Prophets,Joshua,22,34,ויקראו בני ראובן ובני גד למזבח כי עד הוא בינתינו כי יהוה האלהים
Prophets,Joshua,23,1,ויהי מימים רבים אחרי אשר הניח יהוה לישראל מכל איביהם מסביב ויהושע זקן בא בימים
Prophets,Joshua,23,2,ויקרא יהושע לכל ישראל לזקניו ולראשיו ולשפטיו ולשטריו ויאמר אלהם אני זקנתי באתי בימים
Prophets,Joshua,23,3,ואתם ראיתם את כל אשר עשה יהוה אלהיכם לכל הגוים האלה מפניכם כי יהוה אלהיכם הוא הנלחם לכם
Prophets,Joshua,23,4,ראו הפלתי לכם את הגוים הנשארים האלה בנחלה לשבטיכם מן הירדן וכל הגוים אשר הכרתי והים הגדול מבוא השמש
Prophets,Joshua,23,5,ויהוה אלהיכם הוא יהדפם מפניכם והוריש אתם מלפניכם וירשתם את ארצם כאשר דבר יהוה אלהיכם לכם
Prophets,Joshua,23,6,וחזקתם מאד לשמר ולעשות את כל הכתוב בספר תורת משה לבלתי סור ממנו ימין ושמאול
Prophets,Joshua,23,7,לבלתי בוא בגוים האלה הנשארים האלה אתכם ובשם אלהיהם לא תזכירו ולא תשביעו ולא תעבדום ולא תשתחוו להם
Prophets,Joshua,23,8,כי אם ביהוה אלהיכם תדבקו כאשר עשיתם עד היום הזה
Prophets,Joshua,23,9,ויורש יהוה מפניכם גוים גדלים ועצומים ואתם לא עמד איש בפניכם עד היום הזה
Prophets,Joshua,23,10,איש אחד מכם ירדף אלף כי יהוה אלהיכם הוא הנלחם לכם כאשר דבר לכם
Prophets,Joshua,23,11,ונשמרתם מאד לנפשתיכם לאהבה את יהוה אלהיכם
Prophets,Joshua,23,12,כי אם שוב תשובו ודבקתם ביתר הגוים האלה הנשארים האלה אתכם והתחתנתם בהם ובאתם בהם והם בכם
Prophets,Joshua,23,13,ידוע תדעו כי לא יוסיף יהוה אלהיכם להוריש את הגוים האלה מלפניכם והיו לכם לפח ולמוקש ולשטט בצדיכם ולצננים בעיניכם עד אבדכם מעל האדמה הטובה הזאת אשר נתן לכם יהוה אלהיכם
Prophets,Joshua,23,14,והנה אנכי הולך היום בדרך כל הארץ וידעתם בכל לבבכם ובכל נפשכם כי לא נפל דבר אחד מכל הדברים הטובים אשר דבר יהוה אלהיכם עליכם הכל באו לכם לא נפל ממנו דבר אחד
Prophets,Joshua,23,15,והיה כאשר בא עליכם כל הדבר הטוב אשר דבר יהוה אלהיכם אליכם כן יביא יהוה עליכם את כל הדבר הרע עד השמידו אותכם מעל האדמה הטובה הזאת אשר נתן לכם יהוה אלהיכם
Prophets,Joshua,23,16,בעברכם את ברית יהוה אלהיכם אשר צוה אתכם והלכתם ועבדתם אלהים אחרים והשתחויתם להם וחרה אף יהוה בכם ואבדתם מהרה מעל הארץ הטובה אשר נתן לכם
Prophets,Joshua,24,1,ויאסף יהושע את כל שבטי ישראל שכמה ויקרא לזקני ישראל ולראשיו ולשפטיו ולשטריו ויתיצבו לפני האלהים
Prophets,Joshua,24,2,ויאמר יהושע אל כל העם כה אמר יהוה אלהי ישראל בעבר הנהר ישבו אבותיכם מעולם תרח אבי אברהם ואבי נחור ויעבדו אלהים אחרים
Prophets,Joshua,24,3,ואקח את אביכם את אברהם מעבר הנהר ואולך אותו בכל ארץ כנען וארב [וארבה] את זרעו ואתן לו את יצחק
Prophets,Joshua,24,4,ואתן ליצחק את יעקב ואת עשו ואתן לעשו את הר שעיר לרשת אותו ויעקב ובניו ירדו מצרים
Prophets,Joshua,24,5,ואשלח את משה ואת אהרן ואגף את מצרים כאשר עשיתי בקרבו ואחר הוצאתי אתכם
Prophets,Joshua,24,6,ואוציא את אבותיכם ממצרים ותבאו הימה וירדפו מצרים אחרי אבותיכם ברכב ובפרשים ים סוף
Prophets,Joshua,24,7,ויצעקו אל יהוה וישם מאפל ביניכם ובין המצרים ויבא עליו את הים ויכסהו ותראינה עיניכם את אשר עשיתי במצרים ותשבו במדבר ימים רבים
Prophets,Joshua,24,8,ואבאה [ואביא] אתכם אל ארץ האמרי היושב בעבר הירדן וילחמו אתכם ואתן אותם בידכם ותירשו את ארצם ואשמידם מפניכם
Prophets,Joshua,24,9,ויקם בלק בן צפור מלך מואב וילחם בישראל וישלח ויקרא לבלעם בן בעור לקלל אתכם
Prophets,Joshua,24,10,ולא אביתי לשמע לבלעם ויברך ברוך אתכם ואצל אתכם מידו
Prophets,Joshua,24,11,ותעברו את הירדן ותבאו אל יריחו וילחמו בכם בעלי יריחו האמרי והפרזי והכנעני והחתי והגרגשי החוי והיבוסי ואתן אותם בידכם
Prophets,Joshua,24,12,ואשלח לפניכם את הצרעה ותגרש אותם מפניכם שני מלכי האמרי לא בחרבך ולא בקשתך
Prophets,Joshua,24,13,ואתן לכם ארץ אשר לא יגעת בה וערים אשר לא בניתם ותשבו בהם כרמים וזיתים אשר לא נטעתם אתם אכלים
Prophets,Joshua,24,14,ועתה יראו את יהוה ועבדו אתו בתמים ובאמת והסירו את אלהים אשר עבדו אבותיכם בעבר הנהר ובמצרים ועבדו את יהוה
Prophets,Joshua,24,15,ואם רע בעיניכם לעבד את יהוה בחרו לכם היום את מי תעבדון אם את אלהים אשר עבדו אבותיכם אשר בעבר [מעבר] הנהר ואם את אלהי האמרי אשר אתם ישבים בארצם ואנכי וביתי נעבד את יהוה
Prophets,Joshua,24,16,ויען העם ויאמר חלילה לנו מעזב את יהוה לעבד אלהים אחרים
Prophets,Joshua,24,17,כי יהוה אלהינו הוא המעלה אתנו ואת אבותינו מארץ מצרים מבית עבדים ואשר עשה לעינינו את האתות הגדלות האלה וישמרנו בכל הדרך אשר הלכנו בה ובכל העמים אשר עברנו בקרבם
Prophets,Joshua,24,18,ויגרש יהוה את כל העמים ואת האמרי ישב הארץ מפנינו גם אנחנו נעבד את יהוה כי הוא אלהינו
Prophets,Joshua,24,19,ויאמר יהושע אל העם לא תוכלו לעבד את יהוה כי אלהים קדשים הוא אל קנוא הוא לא ישא לפשעכם ולחטאותיכם
Prophets,Joshua,24,20,כי תעזבו את יהוה ועבדתם אלהי נכר ושב והרע לכם וכלה אתכם אחרי אשר היטיב לכם
Prophets,Joshua,24,21,ויאמר העם אל יהושע לא כי את יהוה נעבד
Prophets,Joshua,24,22,ויאמר יהושע אל העם עדים אתם בכם כי אתם בחרתם לכם את יהוה לעבד אותו ויאמרו עדים
Prophets,Joshua,24,23,ועתה הסירו את אלהי הנכר אשר בקרבכם והטו את לבבכם אל יהוה אלהי ישראל
Prophets,Joshua,24,24,ויאמרו העם אל יהושע את יהוה אלהינו נעבד ובקולו נשמע
Prophets,Joshua,24,25,ויכרת יהושע ברית לעם ביום ההוא וישם לו חק ומשפט בשכם
Prophets,Joshua,24,26,ויכתב יהושע את הדברים האלה בספר תורת אלהים ויקח אבן גדולה ויקימה שם תחת האלה אשר במקדש יהוה
Prophets,Joshua,24,27,ויאמר יהושע אל כל העם הנה האבן הזאת תהיה בנו לעדה כי היא שמעה את כל אמרי יהוה אשר דבר עמנו והיתה בכם לעדה פן תכחשון באלהיכם
Prophets,Joshua,24,28,וישלח יהושע את העם איש לנחלתו
Prophets,Joshua,24,29,ויהי אחרי הדברים האלה וימת יהושע בן נון עבד יהוה בן מאה ועשר שנים
Prophets,Joshua,24,30,ויקברו אתו בגבול נחלתו בתמנת סרח אשר בהר אפרים מצפון להר געש
Prophets,Joshua,24,31,ויעבד ישראל את יהוה כל ימי יהושע וכל ימי הזקנים אשר האריכו ימים אחרי יהושע ואשר ידעו את כל מעשה יהוה אשר עשה לישראל
Prophets,Joshua,24,32,ואת עצמות יוסף אשר העלו בני ישראל ממצרים קברו בשכם בחלקת השדה אשר קנה יעקב מאת בני חמור אבי שכם במאה קשיטה ויהיו לבני יוסף לנחלה
Prophets,Joshua,24,33,ואלעזר בן אהרן מת ויקברו אתו בגבעת פינחס בנו אשר נתן לו בהר אפרים
Prophets,Hosea,1,1,דבר יהוה אשר היה אל הושע בן בארי בימי עזיה יותם אחז יחזקיה מלכי יהודה ובימי ירבעם בן יואש מלך ישראל
Prophets,Hosea,1,2,תחלת דבר יהוה בהושע ויאמר יהוה אל הושע לך קח לך אשת זנונים וילדי זנונים כי זנה תזנה הארץ מאחרי יהוה
Prophets,Hosea,1,3,וילך ויקח את גמר בת דבלים ותהר ותלד לו בן
Prophets,Hosea,1,4,ויאמר יהוה אליו קרא שמו יזרעאל כי עוד מעט ופקדתי את דמי יזרעאל על בית יהוא והשבתי ממלכות בית ישראל
Prophets,Hosea,1,5,והיה ביום ההוא ושברתי את קשת ישראל בעמק יזרעאל
Prophets,Hosea,1,6,ותהר עוד ותלד בת ויאמר לו קרא שמה לא רחמה כי לא אוסיף עוד ארחם את בית ישראל כי נשא אשא להם
Prophets,Hosea,1,7,ואת בית יהודה ארחם והושעתים ביהוה אלהיהם ולא אושיעם בקשת ובחרב ובמלחמה בסוסים ובפרשים
Prophets,Hosea,1,8,ותגמל את לא רחמה ותהר ותלד בן
Prophets,Hosea,1,9,ויאמר קרא שמו לא עמי כי אתם לא עמי ואנכי לא אהיה לכם
Prophets,Hosea,2,1,והיה מספר בני ישראל כחול הים אשר לא ימד ולא יספר והיה במקום אשר יאמר להם לא עמי אתם יאמר להם בני אל חי
Prophets,Hosea,2,2,ונקבצו בני יהודה ובני ישראל יחדו ושמו להם ראש אחד ועלו מן הארץ כי גדול יום יזרעאל
Prophets,Hosea,2,3,אמרו לאחיכם עמי ולאחותיכם רחמה
Prophets,Hosea,2,4,ריבו באמכם ריבו כי היא לא אשתי ואנכי לא אישה ותסר זנוניה מפניה ונאפופיה מבין שדיה
Prophets,Hosea,2,5,פן אפשיטנה ערמה והצגתיה כיום הולדה ושמתיה כמדבר ושתה כארץ ציה והמתיה בצמא
Prophets,Hosea,2,6,ואת בניה לא ארחם כי בני זנונים המה
Prophets,Hosea,2,7,כי זנתה אמם הבישה הורתם כי אמרה אלכה אחרי מאהבי נתני לחמי ומימי צמרי ופשתי שמני ושקויי
Prophets,Hosea,2,8,לכן הנני שך את דרכך בסירים וגדרתי את גדרה ונתיבותיה לא תמצא
Prophets,Hosea,2,9,ורדפה את מאהביה ולא תשיג אתם ובקשתם ולא תמצא ואמרה אלכה ואשובה אל אישי הראשון כי טוב לי אז מעתה
Prophets,Hosea,2,10,והיא לא ידעה כי אנכי נתתי לה הדגן והתירוש והיצהר וכסף הרביתי לה וזהב עשו לבעל
Prophets,Hosea,2,11,לכן אשוב ולקחתי דגני בעתו ותירושי במועדו והצלתי צמרי ופשתי לכסות את ערותה
Prophets,Hosea,2,12,ועתה אגלה את נבלתה לעיני מאהביה ואיש לא יצילנה מידי
Prophets,Hosea,2,13,והשבתי כל משושה חגה חדשה ושבתה וכל מועדה
Prophets,Hosea,2,14,והשמתי גפנה ותאנתה אשר אמרה אתנה המה לי אשר נתנו לי מאהבי ושמתים ליער ואכלתם חית השדה
Prophets,Hosea,2,15,ופקדתי עליה את ימי הבעלים אשר תקטיר להם ותעד נזמה וחליתה ותלך אחרי מאהביה ואתי שכחה נאם יהוה
Prophets,Hosea,2,16,לכן הנה אנכי מפתיה והלכתיה המדבר ודברתי על לבה
Prophets,Hosea,2,17,ונתתי לה את כרמיה משם ואת עמק עכור לפתח תקוה וענתה שמה כימי נעוריה וכיום עלתה מארץ מצרים
Prophets,Hosea,2,18,והיה ביום ההוא נאם יהוה תקראי אישי ולא תקראי לי עוד בעלי
Prophets,Hosea,2,19,והסרתי את שמות הבעלים מפיה ולא יזכרו עוד בשמם
Prophets,Hosea,2,20,וכרתי להם ברית ביום ההוא עם חית השדה ועם עוף השמים ורמש האדמה וקשת וחרב ומלחמה אשבור מן הארץ והשכבתים לבטח
Prophets,Hosea,2,21,וארשתיך לי לעולם וארשתיך לי בצדק ובמשפט ובחסד וברחמים
Prophets,Hosea,2,22,וארשתיך לי באמונה וידעת את יהוה
Prophets,Hosea,2,23,והיה ביום ההוא אענה נאם יהוה אענה את השמים והם יענו את הארץ
Prophets,Hosea,2,24,והארץ תענה את הדגן ואת התירוש ואת היצהר והם יענו את יזרעאל
Prophets,Hosea,2,25,וזרעתיה לי בארץ ורחמתי את לא רחמה ואמרתי ללא עמי עמי אתה והוא יאמר אלהי
Prophets,Hosea,3,1,ויאמר יהוה אלי עוד לך א‍הב אשה אהבת רע ומנאפת כאהבת יהוה את בני ישראל והם פנים אל אלהים אחרים ואהבי אשישי ענבים
Prophets,Hosea,3,2,ואכרה לי בחמשה עשר כסף וחמר שערים ולתך שערים
Prophets,Hosea,3,3,ואמר אליה ימים רבים תשבי לי לא תזני ולא תהיי לאיש וגם אני אליך
Prophets,Hosea,3,4,כי ימים רבים ישבו בני ישראל אין מלך ואין שר ואין זבח ואין מצבה ואין אפוד ותרפים
Prophets,Hosea,3,5,אחר ישבו בני ישראל ובקשו את יהוה אלהיהם ואת דוד מלכם ופחדו אל יהוה ואל טובו באחרית הימים
Prophets,Hosea,4,1,שמעו דבר יהוה בני ישראל כי ריב ליהוה עם יושבי הארץ כי אין אמת ואין חסד ואין דעת אלהים בארץ
Prophets,Hosea,4,2,אלה וכחש ורצח וגנב ונאף פרצו ודמים בדמים נגעו
Prophets,Hosea,4,3,על כן תאבל הארץ ואמלל כל יושב בה בחית השדה ובעוף השמים וגם דגי הים יאספו
Prophets,Hosea,4,4,אך איש אל ירב ואל יוכח איש ועמך כמריבי כהן
Prophets,Hosea,4,5,וכשלת היום וכשל גם נביא עמך לילה ודמיתי אמך
Prophets,Hosea,4,6,נדמו עמי מבלי הדעת כי אתה הדעת מאסת ואמאסאך מכהן לי ותשכח תורת אלהיך אשכח בניך גם אני
Prophets,Hosea,4,7,כרבם כן חטאו לי כבודם בקלון אמיר
Prophets,Hosea,4,8,חטאת עמי יאכלו ואל עונם ישאו נפשו
Prophets,Hosea,4,9,והיה כעם ככהן ופקדתי עליו דרכיו ומעלליו אשיב לו
Prophets,Hosea,4,10,ואכלו ולא ישבעו הזנו ולא יפרצו כי את יהוה עזבו לשמר
Prophets,Hosea,4,11,זנות ויין ותירוש יקח לב
Prophets,Hosea,4,12,עמי בעצו ישאל ומקלו יגיד לו כי רוח זנונים התעה ויזנו מתחת אלהיהם
Prophets,Hosea,4,13,על ראשי ההרים יזבחו ועל הגבעות יקטרו תחת אלון ולבנה ואלה כי טוב צלה על כן תזנינה בנותיכם וכלותיכם תנאפנה
Prophets,Hosea,4,14,לא אפקוד על בנותיכם כי תזנינה ועל כלותיכם כי תנאפנה כי הם עם הזנות יפרדו ועם הקדשות יזבחו ועם לא יבין ילבט
Prophets,Hosea,4,15,אם זנה אתה ישראל אל יאשם יהודה ואל תבאו הגלגל ואל תעלו בית און ואל תשבעו חי יהוה
Prophets,Hosea,4,16,כי כפרה סררה סרר ישראל עתה ירעם יהוה ככבש במרחב
Prophets,Hosea,4,17,חבור עצבים אפרים הנח לו
Prophets,Hosea,4,18,סר סבאם הזנה הזנו אהבו הבו קלון מגניה
Prophets,Hosea,4,19,צרר רוח אותה בכנפיה ויבשו מזבחותם
Prophets,Hosea,5,1,שמעו זאת הכהנים והקשיבו בית ישראל ובית המלך האזינו כי לכם המשפט כי פח הייתם למצפה ורשת פרושה על תבור
Prophets,Hosea,5,2,ושחטה שטים העמיקו ואני מוסר לכלם
Prophets,Hosea,5,3,אני ידעתי אפרים וישראל לא נכחד ממני כי עתה הזנית אפרים נטמא ישראל
Prophets,Hosea,5,4,לא יתנו מעלליהם לשוב אל אלהיהם כי רוח זנונים בקרבם ואת יהוה לא ידעו
Prophets,Hosea,5,5,וענה גאון ישראל בפניו וישראל ואפרים יכשלו בעונם כשל גם יהודה עמם
Prophets,Hosea,5,6,בצאנם ובבקרם ילכו לבקש את יהוה ולא ימצאו חלץ מהם
Prophets,Hosea,5,7,ביהוה בגדו כי בנים זרים ילדו עתה יאכלם חדש את חלקיהם
Prophets,Hosea,5,8,תקעו שופר בגבעה חצצרה ברמה הריעו בית און אחריך בנימין
Prophets,Hosea,5,9,אפרים לשמה תהיה ביום תוכחה בשבטי ישראל הודעתי נאמנה
Prophets,Hosea,5,10,היו שרי יהודה כמסיגי גבול עליהם אשפוך כמים עברתי
Prophets,Hosea,5,11,עשוק אפרים רצוץ משפט כי הואיל הלך אחרי צו
Prophets,Hosea,5,12,ואני כעש לאפרים וכרקב לבית יהודה
Prophets,Hosea,5,13,וירא אפרים את חליו ויהודה את מזרו וילך אפרים אל אשור וישלח אל מלך ירב והוא לא יוכל לרפא לכם ולא יגהה מכם מזור
Prophets,Hosea,5,14,כי אנכי כשחל לאפרים וככפיר לבית יהודה אני אני אטרף ואלך אשא ואין מציל
Prophets,Hosea,5,15,אלך אשובה אל מקומי עד אשר יאשמו ובקשו פני בצר להם ישחרנני
Prophets,Hosea,6,1,לכו ונשובה אל יהוה כי הוא טרף וירפאנו יך ויחבשנו
Prophets,Hosea,6,2,יחינו מימים ביום השלישי יקמנו ונחיה לפניו
Prophets,Hosea,6,3,ונדעה נרדפה לדעת את יהוה כשחר נכון מוצאו ויבוא כגשם לנו כמלקוש יורה ארץ
Prophets,Hosea,6,4,מה אעשה לך אפרים מה אעשה לך יהודה וחסדכם כענן בקר וכטל משכים הלך
Prophets,Hosea,6,5,על כן חצבתי בנביאים הרגתים באמרי פי ומשפטיך אור יצא
Prophets,Hosea,6,6,כי חסד חפצתי ולא זבח ודעת אלהים מעלות
Prophets,Hosea,6,7,והמה כאדם עברו ברית שם בגדו בי
Prophets,Hosea,6,8,גלעד קרית פעלי און עקבה מדם
Prophets,Hosea,6,9,וכחכי איש גדודים חבר כהנים דרך ירצחו שכמה כי זמה עשו
Prophets,Hosea,6,10,בבית ישראל ראיתי שעריריה [שערוריה] שם זנות לאפרים נטמא ישראל
Prophets,Hosea,6,11,גם יהודה שת קציר לך בשובי שבות עמי
Prophets,Hosea,7,1,כרפאי לישראל ונגלה עון אפרים ורעות שמרון כי פעלו שקר וגנב יבוא פשט גדוד בחוץ
Prophets,Hosea,7,2,ובל יאמרו ללבבם כל רעתם זכרתי עתה סבבום מעלליהם נגד פני היו
Prophets,Hosea,7,3,ברעתם ישמחו מלך ובכחשיהם שרים
Prophets,Hosea,7,4,כלם מנאפים כמו תנור בערה מאפה ישבות מעיר מלוש בצק עד חמצתו
Prophets,Hosea,7,5,יום מלכנו החלו שרים חמת מיין משך ידו את לצצים
Prophets,Hosea,7,6,כי קרבו כתנור לבם בארבם כל הלילה ישן אפהם בקר הוא בער כאש להבה
Prophets,Hosea,7,7,כלם יחמו כתנור ואכלו את שפטיהם כל מלכיהם נפלו אין קרא בהם אלי
Prophets,Hosea,7,8,אפרים בעמים הוא יתבולל אפרים היה עגה בלי הפוכה
Prophets,Hosea,7,9,אכלו זרים כחו והוא לא ידע גם שיבה זרקה בו והוא לא ידע
Prophets,Hosea,7,10,וענה גאון ישראל בפניו ולא שבו אל יהוה אלהיהם ולא בקשהו בכל זאת
Prophets,Hosea,7,11,ויהי אפרים כיונה פותה אין לב מצרים קראו אשור הלכו
Prophets,Hosea,7,12,כאשר ילכו אפרוש עליהם רשתי כעוף השמים אורידם איסרם כשמע לעדתם
Prophets,Hosea,7,13,אוי להם כי נדדו ממני שד להם כי פשעו בי ואנכי אפדם והמה דברו עלי כזבים
Prophets,Hosea,7,14,ולא זעקו אלי בלבם כי יילילו על משכבותם על דגן ותירוש יתגוררו יסורו בי
Prophets,Hosea,7,15,ואני יסרתי חזקתי זרועתם ואלי יחשבו רע
Prophets,Hosea,7,16,ישובו לא על היו כקשת רמיה יפלו בחרב שריהם מזעם לשונם זו לעגם בארץ מצרים
Prophets,Hosea,8,1,אל חכך שפר כנשר על בית יהוה יען עברו בריתי ועל תורתי פשעו
Prophets,Hosea,8,2,לי יזעקו אלהי ידענוך ישראל
Prophets,Hosea,8,3,זנח ישראל טוב אויב ירדפו
Prophets,Hosea,8,4,הם המליכו ולא ממני השירו ולא ידעתי כספם וזהבם עשו להם עצבים למען יכרת
Prophets,Hosea,8,5,זנח עגלך שמרון חרה אפי בם עד מתי לא יוכלו נקין
Prophets,Hosea,8,6,כי מישראל והוא חרש עשהו ולא אלהים הוא כי שבבים יהיה עגל שמרון
Prophets,Hosea,8,7,כי רוח יזרעו וסופתה יקצרו קמה אין לו צמח בלי יעשה קמח אולי יעשה זרים יבלעהו
Prophets,Hosea,8,8,נבלע ישראל עתה היו בגוים ככלי אין חפץ בו
Prophets,Hosea,8,9,כי המה עלו אשור פרא בודד לו אפרים התנו אהבים
Prophets,Hosea,8,10,גם כי יתנו בגוים עתה אקבצם ויחלו מעט ממשא מלך שרים
Prophets,Hosea,8,11,כי הרבה אפרים מזבחת לחטא היו לו מזבחות לחטא
Prophets,Hosea,8,12,אכתוב [אכתב ] לו רבו [רבי] תורתי כמו זר נחשבו
Prophets,Hosea,8,13,זבחי הבהבי יזבחו בשר ויאכלו יהוה לא רצם עתה יזכר עונם ויפקד חטאותם המה מצרים ישובו
Prophets,Hosea,8,14,וישכח ישראל את עשהו ויבן היכלות ויהודה הרבה ערים בצרות ושלחתי אש בעריו ואכלה ארמנתיה
Prophets,Hosea,9,1,אל תשמח ישראל אל גיל כעמים כי זנית מעל אלהיך אהבת אתנן על כל גרנות דגן
Prophets,Hosea,9,2,גרן ויקב לא ירעם ותירוש יכחש בה
Prophets,Hosea,9,3,לא ישבו בארץ יהוה ושב אפרים מצרים ובאשור טמא יאכלו
Prophets,Hosea,9,4,לא יסכו ליהוה יין ולא יערבו לו זבחיהם כלחם אונים להם כל אכליו יטמאו כי לחמם לנפשם לא יבוא בית יהוה
Prophets,Hosea,9,5,מה תעשו ליום מועד וליום חג יהוה
Prophets,Hosea,9,6,כי הנה הלכו משד מצרים תקבצם מף תקברם מחמד לכספם קמוש יירשם חוח באהליהם
Prophets,Hosea,9,7,באו ימי הפקדה באו ימי השלם ידעו ישראל אויל הנביא משגע איש הרוח על רב עונך ורבה משטמה
Prophets,Hosea,9,8,צפה אפרים עם אלהי נביא פח יקוש על כל דרכיו משטמה בבית אלהיו
Prophets,Hosea,9,9,העמיקו שחתו כימי הגבעה יזכור עונם יפקוד חטאותם
Prophets,Hosea,9,10,כענבים במדבר מצאתי ישראל כבכורה בתאנה בראשיתה ראיתי אבותיכם המה באו בעל פעור וינזרו לבשת ויהיו שקוצים כאהבם
Prophets,Hosea,9,11,אפרים כעוף יתעופף כבודם מלדה ומבטן ומהריון
Prophets,Hosea,9,12,כי אם יגדלו את בניהם ושכלתים מאדם כי גם אוי להם בשורי מהם
Prophets,Hosea,9,13,אפרים כאשר ראיתי לצור שתולה בנוה ואפרים להוציא אל הרג בניו
Prophets,Hosea,9,14,תן להם יהוה מה תתן תן להם רחם משכיל ושדים צמקים
Prophets,Hosea,9,15,כל רעתם בגלגל כי שם שנאתים על רע מעלליהם מביתי אגרשם לא אוסף אהבתם כל שריהם סררים
Prophets,Hosea,9,16,הכה אפרים שרשם יבש פרי בלי [בל ] יעשון גם כי ילדון והמתי מחמדי בטנם
Prophets,Hosea,9,17,ימאסם אלהי כי לא שמעו לו ויהיו נדדים בגוים
Prophets,Hosea,10,1,גפן בוקק ישראל פרי ישוה לו כרב לפריו הרבה למזבחות כטוב לארצו היטיבו מצבות
Prophets,Hosea,10,2,חלק לבם עתה יאשמו הוא יערף מזבחותם ישדד מצבותם
Prophets,Hosea,10,3,כי עתה יאמרו אין מלך לנו כי לא יראנו את יהוה והמלך מה יעשה לנו
Prophets,Hosea,10,4,דברו דברים אלות שוא כרת ברית ופרח כראש משפט על תלמי שדי
Prophets,Hosea,10,5,לעגלות בית און יגורו שכן שמרון כי אבל עליו עמו וכמריו עליו יגילו על כבודו כי גלה ממנו
Prophets,Hosea,10,6,גם אותו לאשור יובל מנחה למלך ירב בשנה אפרים יקח ויבוש ישראל מעצתו
Prophets,Hosea,10,7,נדמה שמרון מלכה כקצף על פני מים
Prophets,Hosea,10,8,ונשמדו במות און חטאת ישראל קוץ ודרדר יעלה על מזבחותם ואמרו להרים כסונו ולגבעות נפלו עלינו
Prophets,Hosea,10,9,מימי הגבעה חטאת ישראל שם עמדו לא תשיגם בגבעה מלחמה על בני עלוה
Prophets,Hosea,10,10,באותי ואסרם ואספו עליהם עמים באסרם לשתי עינתם [עונתם]
